name,quantity,lo,hi,verdict,note
lambda_0.5_root_1,x,0.2840920440883274842705891232180574026541,0.2892771148188179606597011913257107262606,PASS,"S1"
lambda_0.5_root_1,y,-0.00685431070137402050222685678817380751257,0.007024472597267817501508694786167689344919,PASS,"S1"
lambda_0.5_root_2,x,-0.4206961330243453908642445028222878896178,-0.4160259372875600618706200715174198812396,PASS,"S1"
lambda_0.5_root_2,y,-0.001842915988499030822775075778657740531824,0.001822843019839852994782321063604155347556,PASS,"S1"
