name,quantity,lo,hi,verdict,note
lambda_1.2_root_1,x,0.1194781713307630841095751044362447443244,0.1219665096245988443773065553774440644178,PASS,"S1"
lambda_1.2_root_1,y,0.2970101484570553889580848909420766346999,0.3026508498993405069748518237678686528165,PASS,"S1"
lambda_1.2_root_2,x,0.1205566647949438134734485491826358988838,0.1208877077972105489747322205885652665831,PASS,"S1"
lambda_1.2_root_2,y,-0.3001651325747567232483679672422223637117,-0.2994891837346011589968725933831611205999,PASS,"S1"
