name,quantity,lo,hi,verdict,note
fold_local_interval256,U_rlambda,0.7471126378405223260338860139697359019906387738532704358177019515919739959092209,0.7471126378405223260338860139697359019906387738532704358177019515919739959092728,PASS,"nonzero required"
fold_local_interval256,U_rrr,10.61990704529457436138069914811577940397221036748431986647916505407195439580176,10.61990704529457436138069914811577940397221036748431986647916505407195439580467,PASS,"nonzero required"
fold_local_arb256,U_rlambda,[0.7471126378405223260338860139697359019906387738532704358177019515919739959092037, 0.7471126378405223260338860139697359019906387738532704358177019515919739959092555],,PASS,"nonzero required"
fold_local_arb256,U_rrr,[10.61990704529457436138069914811577940397221036748431986647916505407195439580052, 10.61990704529457436138069914811577940397221036748431986647916505407195439580577],,PASS,"nonzero required"
