name,quantity,lo,hi,verdict,note
pitchfork_local_128,V_rr,2.499328458063924190201005741012539045289,2.975636061063458793861202264170777604018,PASS,"inf>0 required"
pitchfork_local_128,Q_s,-18.38588731680797683226907226686567336111,-14.01895028676734991139814780729706555473,PASS,"sup<0 required"
pitchfork_local_256,V_rr,2.499328458063924190201005741012539047270921260048066895908047218775117181013395,2.975636061063458793861202264170777601960978823197176637330152271782460071758313,PASS,"inf>0 required"
pitchfork_local_256,Q_s,-18.38588731680797683226907226686567333850952702359082481650332341083522356055601,-14.01895028676734991139814780729706557134217765714451525609944401326242904162814,PASS,"sup<0 required"
